posting_item_id,posting_id,order_id,pickup_point_id,fulfilment_channel,handover_date,event_type,record_status,item_value,item_commission
I00007877,O0002054-B1,O0002054,P00747,warehouse,2026-02-01,handover,final,3.31,0.1821
I00148471,O0039169-B1,O0039169,P00024,warehouse,2026-02-11,handover,final,2.02,0.1111
I00011017,O0002882-B1,O0002882,P00282,warehouse,2026-02-03,handover,final,1.88,0.1034
I00045394,O0011985-B1,O0011985,P00727,warehouse,2026-02-19,handover,final,0.99,0.0544
I00077855,O0020525-B1,O0020525,P00312,warehouse,2026-02-18,handover,final,2.62,0.1441
I00135850,O0035796-B1,O0035796,P00722,warehouse,2026-02-15,handover,final,2.81,0.1546
I00062022,O0016331-B1,O0016331,P00480,warehouse,2026-02-24,handover,final,0.99,0.0544
I00008518,O0002235-B1,O0002235,P00114,cross_border,2026-02-04,handover,final,2.68,0.1474
I00180645,O0047685-B2,O0047685,P00167,warehouse,2026-03-01,handover,final,3.63,0.1996
I00089428,O0023535-B1,O0023535,P00659,warehouse,2026-02-27,handover,final,0.99,0.0544
I00146063,O0038503-B1,O0038503,P00324,warehouse,2026-02-28,handover,final,3.8,0.209
I00054779,O0014431-B1,O0014431,P00136,warehouse,2026-02-17,handover,final,0.99,0.0544
I00156971,O0041416-B1,O0041416,P00059,warehouse,2026-02-12,handover,final,4.42,0.2431
I00020347,O0005372-B1,O0005372,P00598,warehouse,2026-02-05,handover,final,0.99,0.0544
I00205928,O0054306-B1,O0054306,P00031,merchant_shipped,2026-02-26,handover,final,37.89,2.084
I00101661,O0026700-B1,O0026700,P00278,warehouse,2026-02-27,handover,final,2.7,0.1485
I00131208,O0034545-B2,O0034545,P00295,warehouse,2026-02-10,handover,final,0.99,0.0544
I00096468,O0025387-B2,O0025387,P00147,warehouse,2026-02-14,handover,final,3.52,0.1936
I00141523,O0037306-B1,O0037306,P00178,warehouse,2026-02-08,handover,final,0.99,0.0544
I00052794,O0013909-B1,O0013909,P00395,warehouse,2026-02-17,handover,final,0.99,0.0544
I00091740,O0024122-B2,O0024122,P00339,warehouse,2026-02-23,handover,final,15.42,0.8481
I00044886,O0011853-B1,O0011853,P00660,warehouse,2026-02-02,handover,final,33.65,1.8508
I00188178,O0049634-B1,O0049634,P00618,warehouse,2026-02-25,handover,final,11.05,0.6078
I00112255,O0029505-B1,O0029505,P00651,warehouse,2026-02-07,handover,final,2.63,0.1446
I00178790,O0047211-B1,O0047211,P00459,warehouse,2026-02-10,handover,final,0.99,0.0544
C00198227,O0052281-B1,O0052281,P00572,warehouse,2026-02-16,handover,corrected,2.81,0.1546
I00131516,O0034627-B1,O0034627,P00501,warehouse,2026-02-25,handover,final,2.21,0.1216
I00127732,O0033638-B1,O0033638,P00120,warehouse,2026-02-10,handover,final,0.99,0.0544
I00070496,O0018578-B1,O0018578,P00480,warehouse,2026-02-25,handover,final,4.61,0.2536
I00138516,O0036509-B1,O0036509,P00491,warehouse,2026-02-09,handover,final,18.6,1.023
I00160922,O0042463-B1,O0042463,P00030,retail,2026-02-18,handover,final,13.6,0.748
I00094690,O0024910-B1,O0024910,P00313,warehouse,2026-02-25,handover,final,0.99,0.0544
I00174876,O0046131-B1,O0046131,P00783,warehouse,2026-02-27,handover,final,0.99,0.0544
I00099891,O0026264-B1,O0026264,P00191,warehouse,2026-02-19,handover,final,0.99,0.0544
I00200528,O0052888-B1,O0052888,P00353,warehouse,2026-02-12,handover,final,9.58,0.5269
I00028694,O0007570-B2,O0007570,P00441,retail,2026-02-22,handover,final,1.09,0.06
I00165709,O0043680-B1,O0043680,P00463,warehouse,2026-02-09,handover,final,0.99,0.0544
I00222634,O0058748-B2,O0058748,P00399,warehouse,2026-02-20,handover,final,1.92,0.1056
I00120052,O0031594-B1,O0031594,P00258,warehouse,2026-02-16,handover,final,0.99,0.0544
I00085760,O0022579-B1,O0022579,P00563,warehouse,2026-02-25,handover,final,8.79,0.4834
I00139437,O0036768-B2,O0036768,P00508,warehouse,2026-02-23,handover,final,0.99,0.0544
I00075677,O0019958-B2,O0019958,P00217,merchant_shipped,2026-02-27,handover,final,119.72,2.5
I00056452,O0014880-B1,O0014880,P00334,warehouse,2026-02-01,handover,final,1.26,0.0693
I00102344,O0026880-B1,O0026880,P00765,warehouse,2026-02-01,handover,final,2.89,0.159
I00090611,O0023831-B1,O0023831,P00125,retail,2026-02-22,handover,final,0.99,0.0544
I00220028,O0058015-B1,O0058015,P00148,warehouse,2026-02-24,handover,final,4.54,0.2497
I00063574,O0016716-B1,O0016716,P00680,warehouse,2026-02-19,handover,final,0.99,0.0544
I00176478,O0046568-B1,O0046568,P00506,retail,2026-02-22,handover,final,5.88,0.3234
I00072394,O0019099-B1,O0019099,P00331,warehouse,2026-02-15,handover,final,5.47,0.3008
I00205858,O0054290-B2,O0054290,P00612,warehouse,2026-02-13,handover,final,0.99,0.0544
I00220547,O0058154-B1,O0058154,P00052,warehouse,2026-02-24,handover,final,4.78,0.2629
I00183155,O0048326-B1,O0048326,P00039,warehouse,2026-02-06,handover,final,0.99,0.0544
I00097931,O0025762-B1,O0025762,P00763,warehouse,2026-02-20,handover,final,7.42,0.4081
I00108753,O0028574-B1,O0028574,P00040,warehouse,2026-02-07,handover,final,2.52,0.1386
I00207969,O0054832-B1,O0054832,P00409,warehouse,2026-02-24,handover,final,2.32,0.1276
I00146738,O0038693-B1,O0038693,P00800,warehouse,2026-02-16,handover,final,0.99,0.0544
I00157202,O0041483-B1,O0041483,P00473,retail,2026-02-04,handover,final,32.82,1.8051
I00221023,O0058284-B1,O0058284,P00754,warehouse,2026-02-03,handover,final,9.11,0.501
I00040199,O0010618-B1,O0010618,P00116,warehouse,2026-02-07,handover,final,0.99,0.0544
I00139839,O0036861-B2,O0036861,P00378,warehouse,2026-02-16,handover,final,5.46,0.3003
I00002786,O0000730-B1,O0000730,P00399,warehouse,2026-02-04,handover,final,4.31,0.237
I00109682,O0028823-B1,O0028823,P00335,warehouse,2026-02-08,handover,final,0.99,0.0544
I00184667,O0048700-B1,O0048700,P00031,warehouse,2026-02-05,handover,final,8.05,0.4428
I00199039,O0052495-B1,O0052495,P00024,warehouse,2026-02-24,handover,final,2.01,0.1106
I00161858,O0042709-B1,O0042709,P00798,warehouse,2026-02-19,handover,final,0.99,0.0544
I00156642,O0041328-B1,O0041328,P00230,warehouse,2026-02-23,handover,final,14.29,0.7859
I00066424,O0017469-B1,O0017469,P00492,warehouse,2026-02-02,handover,final,7.05,0.3878
I00007347,O0001917-B1,O0001917,P00761,warehouse,2026-02-04,handover,final,1.43,0.0786
I00135602,O0035725-B1,O0035725,P00320,warehouse,2026-02-11,handover,final,0.99,0.0544
I00089964,O0023663-B1,O0023663,P00040,warehouse,2026-02-18,handover,final,1.01,0.0556
I00134372,O0035409-B1,O0035409,P00262,warehouse,2026-02-22,handover,final,0.99,0.0544
I00048837,O0012882-B1,O0012882,P00175,warehouse,2026-02-03,handover,final,60.14,2.5
I00000759,O0000207-B1,O0000207,P00106,warehouse,2026-02-04,handover,final,1.38,0.0759
I00103352,O0027131-B1,O0027131,P00434,warehouse,2026-02-15,handover,final,0.99,0.0544
I00138334,O0036458-B1,O0036458,P00108,warehouse,2026-02-18,handover,final,3.62,0.1991
I00126457,O0033272-B2,O0033272,P00476,warehouse,2026-02-12,handover,final,1.29,0.071
I00121925,O0032075-B1,O0032075,P00335,merchant_shipped,2026-02-05,handover,final,10.56,0.5808
I00028614,O0007553-B2,O0007553,P00714,warehouse,2026-02-10,handover,final,2.46,0.1353
I00181001,O0047770-B1,O0047770,P00614,warehouse,2026-02-28,handover,final,1.28,0.0704
I00056646,O0014934-B1,O0014934,P00514,warehouse,2026-02-13,handover,final,14.23,0.7827
I00222499,O0058710-B1,O0058710,P00626,merchant_shipped,2026-02-28,handover,final,20.33,1.1182
I00020897,O0005518-B1,O0005518,P00480,warehouse,2026-02-27,handover,final,4.47,0.2458
I00175182,O0046209-B1,O0046209,P00296,warehouse,2026-02-03,handover,final,5.17,0.2844
I00223400,O0058954-B2,O0058954,P00016,warehouse,2026-02-05,handover,final,0.99,0.0544
I00075180,O0019825-B1,O0019825,P00714,cross_border,2026-02-12,handover,final,11.69,0.643
I00202729,O0053449-B1,O0053449,P00367,warehouse,2026-02-12,handover,final,1.12,0.0616
I00141597,O0037326-B1,O0037326,P00700,warehouse,2026-02-14,handover,final,1.09,0.06
I00170910,O0045068-B1,O0045068,P00605,warehouse,2026-02-21,handover,final,4.49,0.247
I00131877,O0034723-B1,O0034723,P00044,warehouse,2026-02-02,handover,final,0.99,0.0544
I00096813,O0025474-B1,O0025474,P00685,warehouse,2026-02-24,handover,final,0.99,0.0544
I00221297,O0058363-B1,O0058363,P00281,warehouse,2026-02-17,handover,final,18.69,1.028
I00223704,O0059030-B1,O0059030,P00032,warehouse,2026-02-27,handover,final,0.99,0.0544
C00094831,O0024947-B1,O0024947,P00289,warehouse,2026-02-12,handover,corrected,2.85,0.1568
I00068211,O0017965-B2,O0017965,P00612,warehouse,2026-02-26,handover,final,1.32,0.0726
I00079106,O0020874-B2,O0020874,P00506,warehouse,2026-02-04,handover,final,3.74,0.2057
I00174968,O0046154-B1,O0046154,P00751,warehouse,2026-02-11,handover,final,1.67,0.0918
I00108300,O0028459-B2,O0028459,P00433,retail,2026-02-09,handover,final,16.1,0.8855
I00136956,O0036082-B1,O0036082,P00245,warehouse,2026-02-17,handover,final,2.04,0.1122
I00100547,O0026438-B2,O0026438,P00191,warehouse,2026-02-23,handover,final,9.83,0.5406
I00225683,O0059580-B1,O0059580,P00242,warehouse,2026-02-26,handover,final,2.09,0.115
I00025932,O0006861-B1,O0006861,P00784,warehouse,2026-02-19,handover,final,1.22,0.0671
I00142308,O0037507-B1,O0037507,P00178,retail,2026-02-08,handover,final,2.79,0.1534
I00070561,O0018599-B1,O0018599,P00590,warehouse,2026-02-22,handover,final,2.33,0.1282
I00053211,O0014013-B1,O0014013,P00772,retail,2026-02-12,handover,final,0.99,0.0544
I00054038,O0014232-B1,O0014232,P00850,warehouse,2026-02-04,handover,final,3.41,0.1876
I00218909,O0057714-B2,O0057714,P00812,warehouse,2026-02-08,handover,final,0.99,0.0544
I00217902,O0057425-B1,O0057425,P00423,warehouse,2026-02-15,handover,final,7.52,0.4136
I00155838,O0041118-B1,O0041118,P00031,warehouse,2026-02-22,handover,final,1.95,0.1072
I00224016,O0059113-B1,O0059113,P00671,warehouse,2026-02-21,handover,final,1.23,0.0676
I00085915,O0022628-B1,O0022628,P00223,warehouse,2026-02-18,handover,final,1.23,0.0676
I00225010,O0059387-B1,O0059387,P00514,retail,2026-02-01,handover,final,2.56,0.1408
I00138791,O0036586-B1,O0036586,P00753,warehouse,2026-02-13,handover,final,2.48,0.1364
I00047845,O0012619-B1,O0012619,P00398,warehouse,2026-02-18,handover,final,1.28,0.0704
C00019922,O0005259-B1,O0005259,P00535,retail,2026-02-09,handover,corrected,1.15,0.0632
I00057977,O0015287-B1,O0015287,P00324,merchant_shipped,2026-02-22,handover,final,40.04,2.2022
I00168759,O0044484-B1,O0044484,P00043,warehouse,2026-02-12,handover,final,1.87,0.1028
I00060315,O0015883-B1,O0015883,P00257,warehouse,2026-02-22,handover,final,0.99,0.0544
I00021605,O0005718-B1,O0005718,P00403,warehouse,2026-02-28,handover,final,1.02,0.0561
I00168925,O0044532-B1,O0044532,P00121,warehouse,2026-02-14,handover,final,2.51,0.138
I00179332,O0047355-B2,O0047355,P00350,warehouse,2026-02-13,handover,final,0.99,0.0544
I00078101,O0020585-B1,O0020585,P00718,warehouse,2026-02-27,handover,final,1.28,0.0704
I00075585,O0019933-B1,O0019933,P00388,warehouse,2026-02-24,handover,final,15.16,0.8338
I00109718,O0028835-B1,O0028835,P00646,warehouse,2026-02-24,handover,final,0.99,0.0544
I00220279,O0058085-B1,O0058085,P00168,warehouse,2026-02-17,handover,final,8.64,0.4752
I00003446,O0000898-B1,O0000898,P00144,warehouse,2026-02-24,handover,final,0.99,0.0544
I00198514,O0052355-B2,O0052355,P00376,warehouse,2026-02-11,handover,final,5.08,0.2794
I00074481,O0019646-B2,O0019646,P00217,warehouse,2026-02-14,handover,final,34.27,1.8848
I00144025,O0037961-B1,O0037961,P00620,warehouse,2026-02-11,handover,final,1.23,0.0676
I00206931,O0054558-B2,O0054558,P00009,warehouse,2026-02-02,handover,final,0.99,0.0544
I00085437,O0022508-B2,O0022508,P00810,cross_border,2026-02-15,handover,final,1.79,0.0984
I00204217,O0053855-B1,O0053855,P00400,retail,2026-02-17,handover,final,18.43,1.0136
I00086107,O0022680-B1,O0022680,P00641,retail,2026-02-09,handover,final,0.99,0.0544
I00078988,O0020838-B1,O0020838,P00379,warehouse,2026-02-04,handover,final,6.53,0.3592
I00009341,O0002449-B1,O0002449,P00027,warehouse,2026-02-27,handover,final,1.46,0.0803
I00198950,O0052470-B1,O0052470,P00216,warehouse,2026-02-17,handover,final,0.99,0.0544
R00128503,O0033844-B1,O0033844,P00639,warehouse,2026-02-18,handover_return,final,-1.98,-0.1089
I00155194,O0040946-B1,O0040946,P00064,warehouse,2026-02-17,handover,final,0.99,0.0544
I00058484,O0015410-B1,O0015410,P00849,warehouse,2026-02-14,handover,final,1.16,0.0638
I00003382,O0000876-B2,O0000876,P00185,warehouse,2026-02-13,handover,final,1.47,0.0808
I00076128,O0020078-B2,O0020078,P00252,warehouse,2026-02-24,handover,final,8.81,0.4846
I00211556,O0055743-B2,O0055743,P00178,warehouse,2026-02-10,handover,final,1.08,0.0594
I00029649,O0007829-B1,O0007829,P00686,warehouse,2026-02-20,handover,final,0.99,0.0544
C00088495,O0023288-B1,O0023288,P00216,warehouse,2026-02-09,handover,corrected,11.99,0.6594
I00055648,O0014673-B1,O0014673,P00041,warehouse,2026-02-06,handover,final,0.99,0.0544
I00070497,O0018579-B1,O0018579,P00802,warehouse,2026-02-28,handover,final,0.99,0.0544
I00008249,O0002157-B1,O0002157,P00182,warehouse,2026-02-12,handover,final,1.79,0.0984
I00156787,O0041373-B1,O0041373,P00792,warehouse,2026-02-17,handover,final,11.13,0.6122
C00187668,O0049500-B1,O0049500,P00305,warehouse,2026-02-06,handover,corrected,1.01,0.0556
I00095932,O0025253-B1,O0025253,P00206,warehouse,2026-02-02,handover,final,0.99,0.0544
I00134795,O0035517-B1,O0035517,P00192,warehouse,2026-02-13,handover,final,46.42,2.5
I00067728,O0017816-B1,O0017816,P00683,warehouse,2026-02-24,handover,final,2.03,0.1116
I00068141,O0017942-B1,O0017942,P00698,warehouse,2026-02-17,handover,final,0.99,0.0544
I00129102,O0034009-B1,O0034009,P00310,warehouse,2026-02-15,handover,final,16.67,0.9168
I00022398,O0005932-B1,O0005932,P00698,warehouse,2026-02-12,handover,final,0.99,0.0544
I00093088,O0024494-B1,O0024494,P00431,warehouse,2026-02-05,handover,final,2.31,0.127
I00101291,O0026613-B3,O0026613,P00177,warehouse,2026-02-09,handover,final,0.99,0.0544
I00119214,O0031387-B1,O0031387,P00116,cross_border,2026-02-17,handover,final,16.02,0.8811
I00016687,O0004393-B1,O0004393,P00678,merchant_shipped,2026-02-04,handover,final,16.48,0.9064
I00150783,O0039789-B2,O0039789,P00207,warehouse,2026-02-23,handover,final,3.83,0.2106
I00129090,O0034006-B1,O0034006,P00230,merchant_shipped,2026-02-02,handover,final,4.73,0.2602
I00194288,O0051236-B1,O0051236,P00485,warehouse,2026-02-21,handover,final,3.06,0.1683
I00124956,O0032911-B1,O0032911,P00051,warehouse,2026-02-13,handover,final,3.09,0.17
I00097672,O0025696-B1,O0025696,P00577,warehouse,2026-02-24,handover,final,0.99,0.0544
I00011004,O0002879-B1,O0002879,P00602,warehouse,2026-02-11,handover,final,1.9,0.1045
I00031180,O0008228-B1,O0008228,P00535,warehouse,2026-02-20,handover,final,2.4,0.132
I00203748,O0053725-B2,O0053725,P00498,warehouse,2026-02-04,handover,final,0.99,0.0544
R00163765,O0043181-B2,O0043181,P00197,warehouse,2026-02-16,handover_return,final,-3.55,-0.1952
I00121564,O0031979-B1,O0031979,P00120,cross_border,2026-02-02,handover,final,35.47,1.9508
I00013785,O0003614-B2,O0003614,P00549,warehouse,2026-03-01,handover,final,0.99,0.0544
I00089666,O0023596-B1,O0023596,P00846,merchant_shipped,2026-02-06,handover,final,2.01,0.1106
I00050092,O0013223-B1,O0013223,P00168,retail,2026-02-16,handover,final,4.87,0.2679
I00076737,O0020235-B1,O0020235,P00587,warehouse,2026-02-17,handover,final,6.28,0.3454
I00179650,O0047432-B1,O0047432,P00418,warehouse,2026-02-25,handover,final,0.99,0.0544
I00043172,O0011382-B1,O0011382,P00557,cross_border,2026-02-12,handover,final,681.34,2.5
I00002383,O0000626-B1,O0000626,P00274,warehouse,2026-02-18,handover,final,2.06,0.1133
I00075376,O0019880-B1,O0019880,P00620,warehouse,2026-02-22,handover,final,5.13,0.2822
R00135711,O0035759-B1,O0035759,P00010,warehouse,2026-02-24,handover_return,final,-1.2,-0.066
I00143438,O0037796-B2,O0037796,P00624,warehouse,2026-02-28,handover,final,2.29,0.126
I00164258,O0043306-B2,O0043306,P00067,warehouse,2026-02-05,handover,final,3.89,0.214
R00222112,O0058595-B1,O0058595,P00121,retail,2026-02-21,handover_return,final,-2.61,-0.1435
I00100478,O0026423-B2,O0026423,P00196,warehouse,2026-02-25,handover,final,1.78,0.0979
I00069209,O0018226-B1,O0018226,P00649,warehouse,2026-02-25,handover,final,0.99,0.0544
I00122023,O0032103-B1,O0032103,P00311,warehouse,2026-02-27,handover,final,0.99,0.0544
I00100873,O0026518-B1,O0026518,P00582,cross_border,2026-02-09,handover,final,12.42,0.6831
I00213808,O0056346-B1,O0056346,P00726,warehouse,2026-02-13,handover,final,3.67,0.2018
I00209403,O0055169-B2,O0055169,P00039,cross_border,2026-02-15,handover,final,39.97,2.1984
I00124132,O0032683-B1,O0032683,P00506,warehouse,2026-02-02,handover,final,2.27,0.1248
I00214864,O0056626-B1,O0056626,P00816,warehouse,2026-02-21,handover,final,1.54,0.0847
C00133130,O0035064-B1,O0035064,P00444,warehouse,2026-02-08,handover,corrected,1.14,0.0627
I00039472,O0010431-B1,O0010431,P00156,warehouse,2026-02-25,handover,final,27.15,1.4932
R00191992,O0050628-B1,O0050628,P00310,warehouse,2026-02-08,handover_return,final,-1.54,-0.0847
I00089998,O0023672-B1,O0023672,P00037,warehouse,2026-02-20,handover,final,3.7,0.2035
I00181610,O0047931-B2,O0047931,P00758,warehouse,2026-02-09,handover,final,1.79,0.0984
I00209216,O0055129-B1,O0055129,P00463,warehouse,2026-02-13,handover,final,23.87,1.3128
I00027109,O0007163-B1,O0007163,P00104,warehouse,2026-02-20,handover,final,0.99,0.0544
I00009601,O0002521-B1,O0002521,P00790,warehouse,2026-02-06,handover,final,0.99,0.0544
I00143379,O0037779-B1,O0037779,P00021,warehouse,2026-02-01,handover,final,9.43,0.5186
I00146619,O0038665-B1,O0038665,P00547,warehouse,2026-02-11,handover,final,1.78,0.0979
I00109549,O0028785-B1,O0028785,P00228,warehouse,2026-02-16,handover,final,14.83,0.8156
I00107803,O0028332-B1,O0028332,P00319,warehouse,2026-02-02,handover,final,1.67,0.0918
I00073686,O0019437-B3,O0019437,P00735,warehouse,2026-02-13,handover,final,4.98,0.2739
C00183144,O0048325-B1,O0048325,P00818,warehouse,2026-02-17,handover,corrected,0.82,0.0451
I00001436,O0000382-B2,O0000382,P00044,warehouse,2026-02-14,handover,final,2.79,0.1534
I00193765,O0051116-B1,O0051116,P00217,warehouse,2026-02-20,handover,final,0.99,0.0544
I00165948,O0043743-B1,O0043743,P00389,warehouse,2026-02-26,handover,final,5.48,0.3014
I00158407,O0041794-B1,O0041794,P00151,warehouse,2026-02-05,handover,final,1.29,0.071
I00053649,O0014129-B3,O0014129,P00791,warehouse,2026-02-16,handover,final,4.23,0.2327
I00184384,O0048632-B2,O0048632,P00181,warehouse,2026-02-26,handover,final,7.92,0.4356
C00075471,O0019906-B1,O0019906,P00420,warehouse,2026-02-01,handover,corrected,1.01,0.0556
I00149820,O0039531-B1,O0039531,P00558,warehouse,2026-02-03,handover,final,1.01,0.0556
I00014572,O0003834-B3,O0003834,P00783,warehouse,2026-02-11,handover,final,1.73,0.0952
I00054142,O0014259-B2,O0014259,P00512,warehouse,2026-02-05,handover,final,4.2,0.231
I00183573,O0048421-B1,O0048421,P00684,warehouse,2026-02-02,handover,final,0.99,0.0544
I00213467,O0056255-B1,O0056255,P00531,retail,2026-02-22,handover,final,0.99,0.0544
I00051999,O0013696-B1,O0013696,P00210,warehouse,2026-02-28,handover,final,1.27,0.0698
I00162155,O0042787-B1,O0042787,P00436,warehouse,2026-02-20,handover,final,8.97,0.4934
I00008637,O0002269-B1,O0002269,P00445,warehouse,2026-02-05,handover,final,0.99,0.0544
I00109676,O0028820-B1,O0028820,P00188,warehouse,2026-02-14,handover,final,1.8,0.099
I00110932,O0029170-B1,O0029170,P00456,warehouse,2026-02-13,handover,final,1.26,0.0693
I00131248,O0034554-B1,O0034554,P00224,warehouse,2026-02-17,handover,final,9.58,0.5269
I00021683,O0005735-B2,O0005735,P00470,warehouse,2026-02-07,handover,final,7.44,0.4092
I00020562,O0005428-B1,O0005428,P00428,warehouse,2026-02-10,handover,final,0.99,0.0544
I00145760,O0038421-B1,O0038421,P00199,warehouse,2026-02-11,handover,final,1.13,0.0622
I00152100,O0040127-B1,O0040127,P00153,warehouse,2026-02-28,handover,final,0.99,0.0544
I00047596,O0012555-B1,O0012555,P00312,warehouse,2026-02-14,handover,final,60.26,2.5
I00212152,O0055904-B1,O0055904,P00840,warehouse,2026-02-23,handover,final,11.54,0.6347
I00053401,O0014060-B1,O0014060,P00229,warehouse,2026-02-22,handover,final,0.99,0.0544
I00042153,O0011119-B1,O0011119,P00774,cross_border,2026-02-01,handover,final,13.13,0.7222
I00128854,O0033942-B1,O0033942,P00420,warehouse,2026-02-22,handover,final,0.99,0.0544
I00116770,O0030724-B1,O0030724,P00473,warehouse,2026-02-04,handover,final,0.99,0.0544
I00141025,O0037183-B1,O0037183,P00811,warehouse,2026-02-17,handover,final,10.99,0.6044
I00027752,O0007324-B1,O0007324,P00837,warehouse,2026-02-15,handover,final,11.88,0.6534
I00123266,O0032441-B2,O0032441,P00323,warehouse,2026-02-20,handover,final,4.92,0.2706
I00053450,O0014071-B1,O0014071,P00551,warehouse,2026-02-13,handover,final,1.2,0.066
I00131901,O0034729-B1,O0034729,P00452,cross_border,2026-02-03,handover,final,10.16,0.5588
I00153861,O0040597-B1,O0040597,P00649,warehouse,2026-02-06,handover,final,5.22,0.2871
I00209569,O0055209-B1,O0055209,P00312,warehouse,2026-02-16,handover,final,0.99,0.0544
I00026178,O0006915-B1,O0006915,P00420,warehouse,2026-02-14,handover,final,4.18,0.2299
I00187832,O0049550-B1,O0049550,P00740,cross_border,2026-02-17,handover,final,23.06,1.2683
I00151103,O0039878-B1,O0039878,P00027,warehouse,2026-02-28,handover,final,5.34,0.2937
I00025038,O0006611-B2,O0006611,P00523,warehouse,2026-03-01,handover,final,4.69,0.258
I00002955,O0000774-B1,O0000774,P00329,warehouse,2026-02-10,handover,final,1.22,0.0671
I00126651,O0033322-B1,O0033322,P00378,warehouse,2026-02-14,handover,final,0.99,0.0544
I00137647,O0036272-B1,O0036272,P00296,warehouse,2026-02-07,handover,final,3.68,0.2024
I00055970,O0014763-B1,O0014763,P00483,cross_border,2026-02-09,handover,final,43.05,2.3678
I00084626,O0022299-B2,O0022299,P00120,warehouse,2026-02-16,handover,final,0.99,0.0544
I00030162,O0007968-B2,O0007968,P00264,retail,2026-02-07,handover,final,1.12,0.0616
I00137492,O0036232-B3,O0036232,P00816,warehouse,2026-02-03,handover,final,2.92,0.1606
I00202600,O0053416-B1,O0053416,P00801,warehouse,2026-02-17,handover,final,1.3,0.0715
I00073009,O0019261-B1,O0019261,P00637,warehouse,2026-02-11,handover,final,0.99,0.0544
I00059846,O0015770-B1,O0015770,P00322,warehouse,2026-02-17,handover,final,5.83,0.3206
I00062915,O0016557-B3,O0016557,P00210,warehouse,2026-02-17,handover,final,2.88,0.1584
I00167614,O0044198-B2,O0044198,P00262,warehouse,2026-02-19,handover,final,5.86,0.3223
I00176281,O0046516-B1,O0046516,P00354,warehouse,2026-02-27,handover,final,0.99,0.0544
I00204921,O0054043-B1,O0054043,P00462,warehouse,2026-02-21,handover,final,1.6,0.088
I00137394,O0036203-B2,O0036203,P00466,warehouse,2026-02-23,handover,final,1.65,0.0908
I00169673,O0044739-B1,O0044739,P00834,warehouse,2026-02-22,handover,final,3.76,0.2068
I00074397,O0019627-B2,O0019627,P00247,warehouse,2026-02-28,handover,final,0.99,0.0544
I00072555,O0019140-B1,O0019140,P00144,warehouse,2026-02-02,handover,final,15.76,0.8668
I00217369,O0057301-B1,O0057301,P00072,cross_border,2026-02-05,handover,final,0.99,0.0544
I00144039,O0037964-B1,O0037964,P00204,warehouse,2026-02-22,handover,final,0.99,0.0544
I00102189,O0026837-B1,O0026837,P00776,warehouse,2026-02-18,handover,final,2.2,0.121
I00184806,O0048735-B1,O0048735,P00067,warehouse,2026-02-28,handover,final,0.99,0.0544
R00218265,O0057529-B1,O0057529,P00527,warehouse,2026-02-24,handover_return,final,-1.72,-0.0946
I00029310,O0007739-B1,O0007739,P00522,warehouse,2026-02-08,handover,final,3.77,0.2074
I00059861,O0015772-B1,O0015772,P00060,warehouse,2026-02-24,handover,final,1.45,0.0798
I00000743,O0000202-B1,O0000202,P00156,cross_border,2026-02-28,handover,final,0.99,0.0544
I00014093,O0003702-B1,O0003702,P00180,warehouse,2026-02-10,handover,final,2.0,0.11
I00082632,O0021785-B1,O0021785,P00485,warehouse,2026-02-20,handover,final,0.99,0.0544
I00099790,O0026241-B1,O0026241,P00400,warehouse,2026-02-10,handover,final,9.8,0.539
I00195043,O0051437-B1,O0051437,P00299,merchant_shipped,2026-02-07,handover,final,238.56,2.5
I00223694,O0059028-B1,O0059028,P00112,warehouse,2026-02-23,handover,final,0.99,0.0544
I00052451,O0013818-B1,O0013818,P00124,warehouse,2026-02-25,handover,final,1.04,0.0572
I00176326,O0046525-B2,O0046525,P00730,warehouse,2026-03-01,handover,final,6.57,0.3614
I00181539,O0047913-B1,O0047913,P00609,warehouse,2026-02-02,handover,final,1.92,0.1056
I00047035,O0012393-B1,O0012393,P00018,warehouse,2026-02-17,handover,final,1.3,0.0715
I00027345,O0007226-B1,O0007226,P00141,warehouse,2026-02-22,handover,final,3.06,0.1683
I00183047,O0048300-B1,O0048300,P00062,cross_border,2026-02-16,handover,final,2.84,0.1562
I00041287,O0010902-B1,O0010902,P00634,warehouse,2026-02-14,handover,final,5.42,0.2981
I00108139,O0028418-B1,O0028418,P00506,warehouse,2026-02-03,handover,final,3.71,0.204
I00020615,O0005443-B1,O0005443,P00796,warehouse,2026-02-07,handover,final,1.56,0.0858
I00028573,O0007541-B1,O0007541,P00261,warehouse,2026-02-25,handover,final,1.11,0.0611
I00157143,O0041468-B1,O0041468,P00426,retail,2026-02-22,handover,final,7.16,0.3938
I00086386,O0022752-B1,O0022752,P00301,warehouse,2026-02-19,handover,final,6.75,0.3713
I00038326,O0010143-B2,O0010143,P00833,warehouse,2026-02-09,handover,final,1.8,0.099
I00218119,O0057489-B1,O0057489,P00443,warehouse,2026-02-12,handover,final,2.5,0.1375
I00040161,O0010608-B2,O0010608,P00691,warehouse,2026-02-22,handover,final,0.99,0.0544
I00225423,O0059514-B1,O0059514,P00505,warehouse,2026-02-02,handover,final,0.99,0.0544
I00013499,O0003539-B1,O0003539,P00355,warehouse,2026-02-21,handover,final,1.13,0.0622
I00061871,O0016288-B1,O0016288,P00296,warehouse,2026-02-01,handover,final,1.74,0.0957
